,index,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_DESTINO_SIGLA,ASSENTOS
4677,7115,SBTG,SBGR,69.0
4678,7116,SBTG,SBKP,69.0
4679,7117,SBTG,SBML,68.0
4680,7119,SBTG,SBRP,69.0
4681,7120,SBTG,SBSR,68.0
4682,7121,SBTG,SBUR,69.0
4683,7122,SBTK,SBCZ,35.0
4684,7123,SBTK,SBRB,33.0
4685,7125,SBTT,SBEG,99.0
4686,7127,SBTT,SBPV,118.0
4687,7128,SBTT,SBSN,101.0
4688,7129,SBTT,SBTF,59.0
4689,7130,SBTT,SBUA,68.0
4690,7131,SBTT,SDCG,33.0
4691,7132,SBTT,SWCA,45.0
4692,7133,SBTT,SWEI,45.0
4693,7134,SBTT,SWII,30.0
4694,7135,SBTT,SWJP,29.0
4695,7137,SBTT,SWOB,29.0
4696,7139,SBTU,SBAA,9.0
4697,7140,SBTU,SBBE,49.0
4698,7141,SBTU,SBBR,50.0
4699,7143,SBTU,SBCJ,60.0
4700,7145,SBTU,SBHT,53.0
4701,7147,SBTU,SBIZ,33.0
4702,7148,SBTU,SBMA,43.0
4703,7149,SBTU,SBMQ,50.0
4704,7150,SBTU,SBPJ,62.0
4705,7154,SBTU,SBTU,12.0
4706,7155,SBTU,SNDC,9.0
4707,7156,SBTU,SNEB,9.0
4708,7157,SBTU,SWGN,52.0
4709,7159,SBUA,SBBV,118.0
4710,7160,SBUA,SBEG,57.0
4711,7161,SBUA,SBTF,41.0
4712,7163,SBUA,SWBC,39.0
4713,7164,SBUA,SWKO,45.0
4714,7165,SBUA,SWTP,38.0
4715,7166,SBUF,SBAR,157.0
4716,7170,SBUF,SBJP,159.0
4717,7171,SBUF,SBJU,30.0
4718,7172,SBUF,SBKG,161.0
4719,7173,SBUF,SBMO,59.0
4720,7174,SBUF,SBPL,134.0
4721,7175,SBUF,SBRF,65.0
4722,7177,SBUF,SBSV,72.0
4723,7178,SBUG,SAEZ,12.0
4724,7179,SBUG,SBCT,63.0
4725,7180,SBUG,SBCX,44.0
4726,7181,SBUG,SBFL,70.0
4727,7182,SBUG,SBGR,69.0
4728,7183,SBUG,SBJV,68.0
4729,7184,SBUG,SBNM,44.0
4730,7185,SBUG,SBPA,54.0
4731,7186,SBUG,SBPF,19.0
4732,7187,SBUG,SBPK,70.0
4733,7188,SBUG,SBSM,24.0
4734,7189,SBUG,SBSP,70.0
4735,7190,SBUG,SBUG,19.0
4736,7191,SBUG,SURV,21.0
4737,7192,SBUL,SBAE,144.0
4738,7193,SBUL,SBAQ,38.0
4739,7195,SBUL,SBAX,50.0
4740,7197,SBUL,SBBH,65.0
4741,7198,SBUL,SBBR,95.0
4742,7199,SBUL,SBBU,30.0
4743,7200,SBUL,SBCF,114.0
4744,7203,SBUL,SBCP,70.0
4745,7204,SBUL,SBCT,165.0
4746,7205,SBUL,SBCY,122.0
4747,7206,SBUL,SBDN,69.0
4748,7208,SBUL,SBFL,144.0
4749,7209,SBUL,SBFZ,172.0
4750,7210,SBUL,SBGL,142.0
4751,7211,SBUL,SBGO,72.0
4752,7212,SBUL,SBGR,115.0
4753,7213,SBUL,SBIP,61.0
4754,7214,SBUL,SBJP,152.0
4755,7216,SBUL,SBKP,108.0
4756,7217,SBUL,SBLO,30.0
4757,7220,SBUL,SBMK,76.0
4758,7221,SBUL,SBML,70.0
4759,7222,SBUL,SBMO,157.0
4760,7225,SBUL,SBNT,144.0
4761,7226,SBUL,SBPA,134.0
4762,7227,SBUL,SBPJ,112.0
4763,7229,SBUL,SBPS,141.0
4764,7230,SBUL,SBRF,142.0
4765,7231,SBUL,SBRJ,76.0
4766,7232,SBUL,SBRP,62.0
4767,7233,SBUL,SBSG,163.0
4768,7234,SBUL,SBSJ,68.0
4769,7235,SBUL,SBSP,146.0
4770,7236,SBUL,SBSR,99.0
4771,7237,SBUL,SBSV,133.0
4772,7239,SBUL,SBUL,54.0
4773,7240,SBUL,SBUR,58.0
4774,7241,SBUL,SBVT,90.0
4775,7242,SBUL,SIMK,30.0
4776,7243,SBUL,SNAX,50.0
4777,7244,SBUL,SNPD,46.0
4778,7246,SBUL,SWKN,53.0
4779,7247,SBUL,SWLC,46.0
4780,7250,SBUR,SBAQ,45.0
4781,7251,SBUR,SBAU,45.0
4782,7252,SBUR,SBAX,53.0
4783,7253,SBUR,SBBH,61.0
4784,7254,SBUR,SBBR,62.0
4785,7255,SBUR,SBBT,45.0
4786,7256,SBUR,SBBU,45.0
4787,7257,SBUR,SBCF,71.0
4788,7260,SBUR,SBFC,45.0
4789,7262,SBUR,SBGO,83.0
4790,7263,SBUR,SBGR,45.0
4791,7264,SBUR,SBGV,68.0
4792,7266,SBUR,SBKP,67.0
4793,7268,SBUR,SBMK,70.0
4794,7269,SBUR,SBML,45.0
4795,7272,SBUR,SBPS,118.0
4796,7273,SBUR,SBRF,108.0
4797,7274,SBUR,SBRJ,58.0
4798,7275,SBUR,SBRP,74.0
4799,7276,SBUR,SBSJ,50.0
4800,7277,SBUR,SBSP,71.0
4801,7278,SBUR,SBSR,61.0
4802,7279,SBUR,SBUL,59.0
4803,7280,SBUR,SBUR,54.0
4804,7282,SBUR,SBVT,69.0
4805,7284,SBUR,SIMK,45.0
4806,7285,SBUR,SJTC,45.0
4807,7286,SBUR,SNOS,9.0
4808,7287,SBUR,SNPD,47.0
4809,7288,SBUR,SSTL,68.0
4810,7290,SBUR,SWLC,45.0
4811,7291,SBUY,SBEG,47.0
4812,7292,SBUY,SWCA,47.0
4813,7294,SBVC,SBCF,101.0
4814,7295,SBVC,SBGL,138.0
4815,7296,SBVC,SBGR,171.0
4816,7297,SBVC,SBIL,118.0
4817,7298,SBVC,SBKP,126.0
4818,7299,SBVC,SBMK,118.0
4819,7301,SBVC,SBRP,93.0
4820,7302,SBVC,SBSV,106.0
4821,7303,SBVC,SBVC,68.0
4822,7305,SBVG,SBBH,32.0
4823,7306,SBVG,SBCF,52.0
4824,7308,SBVG,SBDN,45.0
4825,7309,SBVG,SBFC,45.0
4826,7310,SBVG,SBGL,45.0
4827,7311,SBVG,SBGR,42.0
4828,7312,SBVG,SBIP,68.0
4829,7313,SBVG,SBJF,46.0
4830,7314,SBVG,SBKP,46.0
4831,7316,SBVG,SBPC,14.0
4832,7317,SBVG,SBRJ,46.0
4833,7318,SBVG,SBSJ,45.0
4834,7319,SBVG,SBSP,45.0
4835,7320,SBVG,SBUR,45.0
4836,7321,SBVG,SBZM,46.0
4837,7322,SBVG,SDCO,45.0
4838,7323,SBVG,SDRS,47.0
4839,7324,SBVG,SIMK,45.0
4840,7325,SBVG,SNDV,30.0
4841,7326,SBVG,SNGV,45.0
4842,7329,SBVG,SNZA,9.0
4843,7330,SBVG,SULS,110.0
4844,7332,SBVH,SBAU,108.0
4845,7334,SBVH,SBCG,89.0
4846,7335,SBVH,SBCY,67.0
4847,7336,SBVH,SBEG,86.0
4848,7339,SBVH,SBJI,66.0
4849,7341,SBVH,SBPV,48.0
4850,7343,SBVH,SBSR,70.0
4851,7345,SBVH,SBVH,68.0
4852,7346,SBVH,SSKW,46.0
4853,7347,SBVH,SSOU,7.0
4854,7348,SBVH,SWJI,52.0
4855,7349,SBVH,SWJN,98.0
4856,7350,SBVH,SWKK,12.0
4857,7351,SBVH,SWRD,47.0
4858,7352,SBVH,SWSI,30.0
4859,7353,SBVH,SWTU,19.0
4860,7359,SBVT,SBAE,118.0
4861,7360,SBVT,SBAR,147.0
4862,7361,SBVT,SBBH,99.0
4863,7362,SBVT,SBBR,153.0
4864,7365,SBVT,SBCF,118.0
4865,7368,SBVT,SBCP,33.0
4866,7369,SBVT,SBCT,27.0
4867,7374,SBVT,SBFZ,173.0
4868,7375,SBVT,SBGL,117.0
4869,7376,SBVT,SBGO,140.0
4870,7377,SBVT,SBGR,117.0
4871,7378,SBVT,SBGV,47.0
4872,7379,SBVT,SBIL,77.0
4873,7380,SBVT,SBIP,48.0
4874,7381,SBVT,SBJD,1.0
4875,7382,SBVT,SBJP,180.0
4876,7384,SBVT,SBJV,108.0
4877,7385,SBVT,SBKP,71.0
4878,7387,SBVT,SBME,27.0
4879,7390,SBVT,SBMK,95.0
4880,7391,SBVT,SBMO,148.0
4881,7394,SBVT,SBPA,3.0
4882,7395,SBVT,SBPS,110.0
4883,7397,SBVT,SBQV,45.0
4884,7398,SBVT,SBRF,118.0
4885,7399,SBVT,SBRJ,128.0
4886,7400,SBVT,SBRP,149.0
4887,7401,SBVT,SBSJ,100.0
4888,7403,SBVT,SBSP,153.0
4889,7404,SBVT,SBSR,137.0
4890,7405,SBVT,SBSV,130.0
4891,7407,SBVT,SBUL,168.0
4892,7408,SBVT,SBVT,66.0
4893,7409,SBVT,SBZM,70.0
4894,7420,SBVT,SNCX,9.0
4895,7421,SBVT,SNMX,36.0
4896,7426,SBZM,SBBH,86.0
4897,7427,SBZM,SBCF,83.0
4898,7428,SBZM,SBGL,125.0
4899,7429,SBZM,SBGR,100.0
4900,7431,SBZM,SBJF,45.0
4901,7432,SBZM,SBKP,74.0
4902,7433,SBZM,SBLO,70.0
4903,7434,SBZM,SBMK,70.0
4904,7435,SBZM,SBRJ,48.0
4905,7436,SBZM,SBRP,70.0
4906,7437,SBZM,SBSJ,86.0
4907,7438,SBZM,SBSP,139.0
4908,7439,SBZM,SBVG,46.0
4909,7440,SCAR,SPJC,252.0
4910,7449,SCDA,SBFL,218.0
4911,7475,SCEL,KMIA,0.0
4912,7477,SCEL,LEMD,292.0
4913,7483,SCEL,LSZH,232.0
4914,7496,SCEL,SAAR,200.0
4915,7497,SCEL,SABE,178.0
4916,7498,SCEL,SACO,190.0
4917,7499,SCEL,SAEZ,63.0
4918,7500,SCEL,SAME,175.0
4919,7501,SCEL,SANT,130.0
4920,7502,SCEL,SARE,162.0
4921,7504,SCEL,SBBR,162.0
4922,7506,SCEL,SBCF,174.0
4923,7507,SCEL,SBCT,145.0
4924,7508,SCEL,SBCY,174.0
4925,7510,SCEL,SBFI,199.0
4926,7511,SCEL,SBFL,184.0
4927,7512,SCEL,SBFZ,312.0
4928,7513,SCEL,SBGL,180.0
4929,7514,SCEL,SBGO,168.0
4930,7515,SCEL,SBGR,179.0
4931,7516,SCEL,SBKP,6.0
4932,7519,SCEL,SBPA,180.0
4933,7520,SCEL,SBRB,144.0
4934,7521,SCEL,SBRF,193.0
4935,7522,SCEL,SBRG,136.0
4936,7523,SCEL,SBSV,193.0
4937,7524,SCEL,SBVT,87.0
4938,7526,SCEL,SCEL,206.0
4939,7532,SCEL,SGAS,108.0
4940,7533,SCEL,SGES,36.0
4941,7537,SCEL,SPIM,60.0
4942,7538,SCEL,SPJC,7.0
4943,7539,SCEL,SUMU,96.0
4944,7545,SCFA,SBFL,172.0
4945,7548,SCFA,SCEL,73.0
4946,7555,SCIE,SCEL,133.0
4947,7556,SCSE,SBFL,173.0
4948,7557,SDAG,SBBH,9.0
4949,7558,SDAG,SBGR,19.0
4950,7560,SDAG,SBMT,9.0
4951,7561,SDAG,SBRJ,13.0
4952,7562,SDAG,SBSP,9.0
4953,7563,SDAM,SBBR,160.0
4954,7564,SDAM,SBCF,155.0
4955,7566,SDAM,SBCT,165.0
4956,7568,SDAM,SBGL,168.0
4957,7569,SDAM,SBGR,168.0
4958,7574,SDAM,SBSP,148.0
4959,7577,SDCG,SBEG,47.0
4960,7578,SDCG,SBTF,46.0
4961,7579,SDCG,SBTT,40.0
4962,7580,SDCG,SWOB,30.0
4963,7583,SDCO,SBGL,38.0
4964,7584,SDCO,SBGR,47.0
4965,7587,SDCO,SBJD,4.0
4966,7588,SDCO,SBJF,45.0
4967,7589,SDCO,SBKP,49.0
4968,7591,SDCO,SBRJ,36.0
4969,7592,SDCO,SBSJ,37.0
4970,7593,SDCO,SBSP,41.0
4971,7594,SDCO,SBVG,45.0
4972,7595,SDCO,SDCO,30.0
4973,7598,SDCO,SWLC,45.0
4974,7599,SDFR,SBRJ,108.0
4975,7600,SDH2,SBCY,9.0
4976,7601,SDH2,SBSI,9.0
4977,7602,SDH2,SWHP,9.0
4978,7603,SDH2,SWPH,9.0
4979,7604,SDIM,SBSP,9.0
4980,7605,SDIY,SBMO,70.0
4981,7606,SDIY,SBRF,74.0
4982,7607,SDIY,SBSV,76.0
4983,7609,SDLO,SBSV,9.0
4984,7610,SDLO,SIRI,9.0
4985,7611,SDNM,SBCY,9.0
4986,7612,SDNM,SILC,9.0
4987,7613,SDNM,SWJN,9.0
4988,7616,SDOW,SBCJ,9.0
4989,7617,SDOW,SBMA,9.0
4990,7618,SDOW,SDOW,9.0
4991,7619,SDOW,SNDC,17.0
4992,7620,SDOW,SNFX,10.0
4993,7621,SDRS,SBGR,47.0
4994,7622,SDRS,SBIP,47.0
4995,7623,SDRS,SBJF,47.0
4996,7624,SDRS,SBKP,47.0
4997,7625,SDRS,SBVG,47.0
4998,7627,SDSC,SBBR,20.0
4999,7628,SDSC,SBCT,108.0
5000,7629,SDSC,SBGR,22.0
5001,7631,SDSC,SBPA,108.0
5002,7632,SDSC,SBRP,30.0
5003,7633,SDSC,SBSP,30.0
5004,7634,SDSC,SDSC,30.0
5005,7638,SDTK,SBRJ,9.0
5006,7639,SDTK,SBSP,9.0
5007,7640,SDUB,SBSP,9.0
5008,7641,SDVG,SBFI,118.0
5009,7642,SDVG,SBPA,106.0
5010,7647,SDWQ,SNTI,9.0
5011,7648,SDZG,SBFZ,9.0
5012,7658,SEGU,SBEG,132.0
5013,7660,SEGU,SBGR,138.0
5014,7668,SEGU,SPIM,176.0
5015,7709,SEQM,SBCT,141.0
5016,7710,SEQM,SBCY,168.0
5017,7711,SEQM,SBEG,132.0
5018,7715,SEQM,SBGR,163.0
5019,7717,SEQM,SBPA,138.0
5020,7735,SEQM,TJBQ,0.0
5021,7753,SEQU,SBGR,135.0
5022,7754,SEQU,SBKP,138.0
5023,7756,SEQU,SEGU,13.0
5024,7757,SEQU,SEQU,162.0
5025,7761,SEQU,SPIM,132.0
5026,7767,SGAS,KMIA,257.0
5027,7769,SGAS,SAAR,177.0
5028,7770,SGAS,SABE,156.0
5029,7771,SGAS,SACO,131.0
5030,7772,SGAS,SAEZ,159.0
5031,7774,SGAS,SBBR,93.0
5032,7777,SGAS,SBCF,84.0
5033,7778,SGAS,SBCG,50.0
5034,7779,SGAS,SBCT,135.0
5035,7781,SGAS,SBFI,123.0
5036,7782,SGAS,SBFL,99.0
5037,7784,SGAS,SBGL,101.0
5038,7785,SGAS,SBGR,155.0
5039,7786,SGAS,SBKP,12.0
5040,7788,SGAS,SBPA,107.0
5041,7790,SGAS,SBSV,168.0
5042,7791,SGAS,SCEL,67.0
5043,7795,SGAS,SGAS,192.0
5044,7796,SGAS,SGES,122.0
5045,7799,SGAS,SLCB,156.0
5046,7800,SGAS,SLLP,156.0
5047,7803,SGAS,SPJC,84.0
5048,7804,SGAS,SUMU,132.0
5049,7807,SGES,SACO,108.0
5050,7808,SGES,SAEZ,91.0
5051,7813,SGES,SBCT,92.0
5052,7815,SGES,SBFI,113.0
5053,7816,SGES,SBFL,108.0
5054,7818,SGES,SBGL,106.0
5055,7819,SGES,SBGR,128.0
5056,7820,SGES,SBKP,1.0
5057,7826,SGES,SCEL,8.0
5058,7829,SGES,SGAS,131.0
5059,7832,SGES,SLVR,152.0
5060,7837,SIKC,SBCY,9.0
5061,7839,SIKC,SJNP,9.0
5062,7840,SIKC,SWBZ,9.0
5063,7841,SIKC,SWSI,9.0
5064,7843,SILC,SBCY,26.0
5065,7846,SILC,SDNM,9.0
5066,7851,SILC,SWJN,9.0
5067,7852,SILC,SWSI,28.0
5068,7853,SIMK,SBBH,48.0
5069,7854,SIMK,SBBR,30.0
5070,7855,SIMK,SBBT,45.0
5071,7858,SIMK,SBGR,30.0
5072,7859,SIMK,SBRP,30.0
5073,7860,SIMK,SBSP,33.0
5074,7861,SIMK,SBSR,30.0
5075,7862,SIMK,SBUL,30.0
5076,7863,SIMK,SBUR,45.0
5077,7864,SIMK,SBVG,45.0
5078,7865,SIMK,SWLC,45.0
5079,7866,SIRI,SBSV,9.0
5080,7867,SIRI,SDLO,9.0
5081,7868,SIRI,SIRI,9.0
5082,7869,SIRI,SNCL,9.0
5083,7870,SISO,SWHP,9.0
5084,7878,SIZX,SBCY,41.0
5085,7882,SIZX,SWJN,48.0
5086,7884,SIZX,SWRP,16.0
5087,7885,SIZX,SWSI,19.0
5088,7886,SJDB,SBCG,31.0
5089,7887,SJDB,SBCR,68.0
5090,7888,SJHG,SBBR,9.0
5091,7891,SJHG,SBMC,9.0
5092,7892,SJHG,SBPJ,9.0
5093,7893,SJHG,SNFX,9.0
5094,7894,SJHG,SWFX,9.0
5095,7895,SJHG,SWGI,9.0
5096,7896,SJHG,SWHP,9.0
5097,7897,SJHG,SWIQ,9.0
5098,7898,SJHG,SWVC,9.0
5099,7900,SJKB,SIZX,18.0
5100,7901,SJKB,SWJN,19.0
5101,7903,SJNP,SBCY,9.0
5102,7904,SJNP,SBIH,27.0
5103,7905,SJNP,SBSN,9.0
5104,7906,SJNP,SIKC,9.0
5105,7909,SJNP,SSNM,28.0
5106,7910,SJNP,SWBZ,9.0
5107,7911,SJNP,SWSI,9.0
5108,7913,SJRG,SBCX,19.0
5109,7914,SJRG,SBPA,18.0
5110,7915,SJRG,SBPK,19.0
5111,7916,SJRG,SJRG,19.0
5112,7917,SJTC,SBAQ,45.0
5113,7918,SJTC,SBAU,50.0
5114,7920,SJTC,SBDN,44.0
5115,7921,SJTC,SBGR,45.0
5116,7922,SJTC,SBKP,44.0
5117,7923,SJTC,SBMG,45.0
5118,7924,SJTC,SBML,44.0
5119,7925,SJTC,SBSJ,30.0
5120,7926,SJTC,SBSP,94.0
5121,7927,SJTC,SBSR,108.0
5122,7928,SJTC,SBUR,45.0
5123,7929,SJTC,SJTC,30.0
5124,7930,SJTC,SWRD,30.0
5125,7931,SJZA,SBRF,9.0
5126,7947,SKBO,KMIA,0.0
5127,7955,SKBO,MMAA,186.0
5128,7956,SKBO,MMMX,101.0
5129,7957,SKBO,MPTO,116.0
5130,7958,SKBO,MROC,122.0
5131,7960,SKBO,SAEZ,204.0
5132,7961,SKBO,SBBR,107.0
5133,7962,SKBO,SBBV,136.0
5134,7964,SKBO,SBCF,169.0
5135,7966,SKBO,SBCY,152.0
5136,7967,SKBO,SBEG,129.0
5137,7969,SKBO,SBFZ,134.0
5138,7970,SKBO,SBGL,151.0
5139,7971,SKBO,SBGR,192.0
5140,7972,SKBO,SBKP,69.0
5141,7973,SKBO,SBPA,138.0
5142,7974,SKBO,SBPV,180.0
5143,7975,SKBO,SBRF,134.0
5144,7976,SKBO,SBRG,170.0
5145,7978,SKBO,SBSV,137.0
5146,7983,SKBO,SDAM,170.0
5147,7991,SKBO,SKBO,113.0
5148,7992,SKBO,SKCL,90.0
5149,7993,SKBO,SKMD,186.0
5150,7998,SKBO,SUMU,221.0
5151,7999,SKBO,SVMI,194.0
5152,8010,SKCG,MMMX,160.0
5153,8011,SKCG,SBGR,137.0
5154,8016,SKCL,MMMX,186.0
5155,8017,SKCL,MPTO,124.0
5156,8019,SKCL,SBEG,47.0
5157,8021,SKCL,SBGR,165.0
5158,8023,SKCL,SKBO,98.0
5159,8029,SKMD,SKBO,182.0
5160,8037,SKRG,MPTO,142.0
5161,8047,SKRG,SBGR,171.0
5162,8058,SKRG,SKBO,6.0
5163,8067,SLCB,SBGR,156.0
5164,8068,SLCB,SGAS,156.0
5165,8069,SLCB,SLVR,156.0
5166,8071,SLLP,SBFZ,109.0
5167,8073,SLLP,SBGR,147.0
5168,8074,SLLP,SBPA,168.0
5169,8075,SLLP,SGAS,156.0
5170,8076,SLLP,SLVR,122.0
5171,8077,SLPS,SBGR,142.0
5172,8078,SLPS,SNGR,150.0
5173,8079,SLSU,SBGR,180.0
5174,8084,SLVR,MPTO,160.0
5175,8085,SLVR,SAEZ,154.0
5176,8086,SLVR,SBBE,296.0
5177,8087,SLVR,SBBG,152.0
5178,8088,SLVR,SBBV,215.0
5179,8089,SLVR,SBCF,164.0
5180,8090,SLVR,SBCG,180.0
5181,8091,SLVR,SBCT,132.0
5182,8092,SLVR,SBCY,109.0
5183,8093,SLVR,SBEG,198.0
5184,8094,SLVR,SBFI,52.0
5185,8095,SLVR,SBFZ,109.0
5186,8096,SLVR,SBGL,147.0
5187,8097,SLVR,SBGO,109.0
5188,8098,SLVR,SBGR,150.0
5189,8099,SLVR,SBKP,172.0
5190,8100,SLVR,SBNF,157.0
5191,8101,SLVR,SBPA,131.0
5192,8103,SLVR,SBRG,215.0
5193,8104,SLVR,SBSV,50.0
5194,8107,SLVR,SGAS,156.0
5195,8108,SLVR,SKBO,154.0
5196,8109,SLVR,SLLP,118.0
5197,8110,SLVR,SLVR,134.0
5198,8111,SLVR,SPIM,115.0
5199,8112,SLVR,SPJC,120.0
5200,8113,SLVR,SVMI,152.0
5201,8114,SMJP,SBBE,114.0
5202,8117,SMJP,SBMQ,30.0
5203,8119,SMJP,SOCA,139.0
5204,8120,SMJP,SSBB,141.0
5205,8121,SMJP,SSBE,141.0
5206,8122,SMJP,SYCJ,30.0
5207,8124,SMPB,SBMQ,30.0
5208,8126,SMPB,SOCA,125.0
5209,8127,SN6L,SBFZ,5.0
5210,8128,SN6L,SWBE,8.0
5211,8131,SNAB,SBPL,9.0
5212,8132,SNAB,SBRF,9.0
5213,8133,SNAR,SBBH,9.0
5214,8134,SNAR,SNDT,9.0
5215,8136,SNAR,SNUI,9.0
5216,8137,SNAT,SBFZ,70.0
5217,8138,SNAT,SBMS,70.0
5218,8139,SNAT,SBRF,69.0
5219,8140,SNAX,SBSP,50.0
5220,8141,SNAX,SBUL,50.0
5221,8143,SNBA,SBBH,50.0
5222,8144,SNBA,SBFZ,50.0
5223,8146,SNBA,SBRJ,50.0
5224,8147,SNBA,SBSL,50.0
5225,8148,SNBA,SBSP,9.0
5226,8150,SNBA,SBTE,49.0
5227,8151,SNBG,EGLL,272.0
5228,8152,SNBG,SGAS,211.0
5229,8153,SNBI,SBBE,30.0
5230,8154,SNBI,SBSL,30.0
5231,8156,SNBR,SBBR,53.0
5232,8157,SNBR,SBCF,69.0
5233,8158,SNBR,SBGO,59.0
5234,8161,SNBR,SBIP,69.0
5235,8162,SNBR,SBLE,36.0
5236,8163,SNBR,SBLP,14.0
5237,8164,SNBR,SBMK,70.0
5238,8165,SNBR,SBPL,30.0
5239,8171,SNBR,SBSV,48.0
5240,8173,SNBR,SNDM,35.0
5241,8174,SNBR,SNGI,14.0
5242,8175,SNBS,SBIZ,9.0
5243,8176,SNBS,SBMA,9.0
5244,8177,SNBS,SBPJ,9.0
5245,8178,SNBS,SWGN,4.0
5246,8179,SNCL,SBSV,9.0
5247,8180,SNCL,SIRI,9.0
5248,8181,SNCP,SBCD,9.0
5249,8182,SNCP,SBFL,9.0
5250,8183,SNCP,SBKP,76.0
5251,8184,SNCP,SBNF,118.0
5252,8185,SNCP,SSOE,9.0
5253,8186,SNCT,SBBH,9.0
5254,8190,SNCT,SNCT,9.0
5255,8191,SNCT,SNJM,9.0
5256,8192,SNCT,SNNU,9.0
5257,8193,SNCT,SNVC,9.0
5258,8195,SNDB,SBIH,12.0
5259,8196,SNDB,SBSN,12.0
5260,8197,SNDC,1AON,12.0
5261,8198,SNDC,SBAA,9.0
5262,8199,SNDC,SBBE,10.0
5263,8200,SNDC,SBBR,19.0
5264,8202,SNDC,SBCJ,11.0
5265,8204,SNDC,SBMA,11.0
5266,8206,SNDC,SBPJ,15.0
5267,8208,SNDC,SDOW,18.0
5268,8209,SNDC,SNFX,18.0
5269,8210,SNDC,SNKE,9.0
5270,8211,SNDC,SWGI,19.0
5271,8212,SNDC,SWGN,9.0
5272,8213,SNDM,SBAR,50.0
5273,8214,SNDM,SBBR,30.0
5274,8215,SNDM,SBCF,45.0
5275,8217,SNDM,SBQV,50.0
5276,8218,SNDM,SBRP,50.0
5277,8219,SNDM,SBSP,45.0
5278,8220,SNDM,SBSV,50.0
5279,8221,SNDM,SNBR,35.0
5280,8223,SNDR,SBTE,108.0
5281,8224,SNDT,SBBH,38.0
5282,8225,SNDT,SBMK,46.0
5283,8226,SNDT,SNAR,9.0
5284,8228,SNDT,SNUI,9.0
5285,8229,SNDV,SBBH,30.0
5286,8230,SNDV,SBGR,30.0
5287,8231,SNDV,SBKP,69.0
5288,8233,SNDV,SBVG,30.0
5289,8234,SNEB,SBBE,9.0
5290,8235,SNEB,SBMA,9.0
5291,8238,SNEE,SBPA,9.0
5292,8239,SNEE,SSER,9.0
5293,8240,SNFE,SBBH,9.0
5294,8241,SNFO,SBBH,9.0
5295,8245,SNFX,SBCJ,9.0
5296,8246,SNFX,SBMA,9.0
5297,8247,SNFX,SDOW,10.0
5298,8248,SNFX,SJHG,9.0
5299,8249,SNFX,SNDC,12.0
5300,8250,SNFX,SWGI,9.0
5301,8251,SNGA,SBCF,9.0
5302,8252,SNGI,SBCF,64.0
5303,8253,SNGI,SBLP,15.0
5304,8254,SNGI,SBMK,9.0
5305,8255,SNGI,SBSV,18.0
5306,8257,SNGI,SNBR,15.0
5307,8258,SNGN,SBRF,9.0
5308,8259,SNGR,KMIA,263.0
5309,8260,SNGR,LSZH,239.0
5310,8261,SNGR,MMMX,238.0
5311,8262,SNGR,MPTO,124.0
5312,8263,SNGR,SLVR,107.0
5313,8264,SNGR,SPIM,194.0
5314,8265,SNGV,SBBH,45.0
5315,8266,SNGV,SBCV,45.0
5316,8268,SNGV,SBIP,39.0
5317,8269,SNGV,SBKP,45.0
5318,8270,SNGV,SBQV,50.0
5319,8271,SNGV,SBRJ,30.0
5320,8272,SNGV,SBSP,45.0
5321,8274,SNGV,SBVG,45.0
5322,8275,SNGV,SNMU,45.0
5323,8276,SNGX,SBBH,9.0
5324,8277,SNGX,SNOS,9.0
5325,8278,SNGX,SNUH,9.0
5326,8280,SNHS,SBRF,9.0
5327,8281,SNIG,SBFZ,10.0
5328,8282,SNIG,SBJU,12.0
5329,8283,SNIG,SNQY,12.0
5330,8284,SNIG,SNWS,8.0
5331,8285,SNJB,SBSV,15.0
5332,8286,SNJB,SNJD,15.0
5333,8287,SNJD,SBCF,114.0
5334,8288,SNJD,SBKP,104.0
5335,8289,SNJD,SBQV,70.0
5336,8290,SNJD,SBSV,56.0
5337,8291,SNJM,SBBH,9.0
5338,8292,SNJM,SBCF,9.0
5339,8293,SNJM,SNCT,9.0
5340,8295,SNJM,SNVC,9.0
5341,8296,SNJR,SBBH,46.0
5342,8297,SNJR,SBGL,48.0
5343,8298,SNJR,SBJF,47.0
5344,8300,SNJR,SBRJ,47.0
5345,8301,SNJR,SBVG,47.0
5346,8302,SNKE,SBAA,9.0
5347,8305,SNKE,SJHG,9.0
5348,8306,SNKE,SNDC,9.0
5349,8307,SNKE,SWFX,9.0
5350,8309,SNLN,SBCF,9.0
5351,8310,SNMA,SBBE,29.0
5352,8311,SNMA,SBHT,30.0
5353,8312,SNMA,SBIH,30.0
5354,8313,SNMA,SBMD,30.0
5355,8314,SNMA,SBMQ,30.0
5356,8315,SNMA,SBSN,19.0
5357,8316,SNMA,SBTB,9.0
5358,8317,SNMA,SDWQ,9.0
5359,8318,SNMA,SNMZ,28.0
5360,8319,SNMA,SNOX,30.0
5361,8321,SNMA,SNTI,10.0
5362,8322,SNMA,SNVS,30.0
5363,8323,SNMA,SNYA,9.0
5364,8324,SNMD,SBEK,12.0
5365,8325,SNMD,SBIH,12.0
5366,8326,SNMD,SNNG,12.0
5367,8327,SNMU,SBBQ,45.0
5368,8328,SNMU,SBCV,45.0
5369,8329,SNMU,SBGL,45.0
5370,8331,SNMU,SBGV,45.0
5371,8332,SNMU,SBIP,45.0
